,cumsum,log10_cumsum,rolling,log10_rolling
2020-01-30,1,0.0,1.0,0.0
2020-02-04,2,0.301,2.0,0.301
2020-03-03,3,0.477,1.0,0.0
2020-03-04,5,0.699,3.0,0.477
2020-03-06,6,0.778,4.0,0.602
2020-03-07,7,0.845,5.0,0.699
2020-03-09,11,1.041,9.0,0.954
2020-03-10,12,1.079,9.0,0.954
2020-03-11,14,1.146,9.0,0.954
2020-03-12,16,1.204,11.0,1.041
2020-03-17,18,1.255,6.0,0.778
2020-03-18,20,1.301,6.0,0.778
2020-03-20,21,1.322,5.0,0.699
2020-03-21,22,1.342,6.0,0.778
2020-03-22,23,1.362,7.0,0.845
2020-03-23,24,1.38,8.0,0.903
2020-03-24,26,1.415,8.0,0.903
2020-03-25,30,1.477,10.0,1.0
2020-03-26,33,1.519,13.0,1.114
2020-03-28,37,1.568,15.0,1.176
2020-03-29,44,1.643,21.0,1.322
2020-03-30,64,1.806,40.0,1.602
2020-03-31,67,1.826,41.0,1.613
2020-04-01,74,1.869,44.0,1.643
2020-04-02,86,1.934,53.0,1.724
2020-04-03,104,2.017,71.0,1.851
2020-04-04,117,2.068,80.0,1.903
2020-04-05,122,2.086,78.0,1.892
2020-04-06,130,2.114,66.0,1.82
2020-04-07,146,2.164,79.0,1.898
2020-04-08,154,2.188,80.0,1.903
