,cumsum,log10_cumsum,rolling,log10_rolling
2020-01-24,1,0.0,1.0,0.0
2020-01-25,2,0.301,2.0,0.301
2020-01-26,3,0.477,3.0,0.477
2020-01-28,5,0.699,5.0,0.699
2020-01-30,9,0.954,9.0,0.954
2020-02-01,10,1.0,8.0,0.903
2020-02-04,13,1.114,8.0,0.903
2020-02-05,15,1.176,10.0,1.0
2020-02-07,16,1.204,7.0,0.845
2020-02-10,17,1.23,7.0,0.845
2020-02-19,18,1.255,1.0,0.0
